Mention,Class
Conservative MEP (Member of the European Parliament),TITLE
South East England,LOCATION
Daniel Hannan,PERSON
BBC program Newsnight,CREATION
Brexit,EVENT
zero,MEASURE
EU,INSTITUTION
Leave campaign,ORGANISATION
Remain,ORGANISATION
EU,INSTITUTION
David Cameron,PERSON
UK,LOCATION
first four years,PERIOD
seven years,PERIOD
Brexit referendum,EVENT
UK,LOCATION
EU,INSTITUTION
UK,LOCATION
EU,INSTITUTION
EU,INSTITUTION
United Kingdom,LOCATION
Scotland's First Minister; Nicola Sturgeon,PERSON
second,MEASURE
Scots,PERSON_TYPE
UK,LOCATION
EU,INSTITUTION
Scotland,LOCATION
First Minister of Wales Carwyn Jones,PERSON
Wales,LOCATION
EU,INSTITUTION
UK,LOCATION
UK,LOCATION
England,LOCATION
Transatlantic Trade and Investment Partnership (TTIP),LEGAL
United States,LOCATION
EU,INSTITUTION
EU,INSTITUTION
Jeremy Corbyn,PERSON
Remain,ORGANISATION
TTIP,LEGAL
John Mills,PERSON
Leave,ORGANISATION
UK,LOCATION
TTIP,LEGAL
European Council,INSTITUTION
European Union,INSTITUTION
UK,LOCATION
NATO and the United Nations,INSTITUTION
EU,INSTITUTION
The Guardian,MEDIA
15 March 2016,PERIOD
UKIP,ORGANISATION
Nigel Farage,PERSON
Conservative MP Andrea Leadsom,PERSON
Labour 's yes campaign,EVENT
Alan Johnson,PERSON
Liberal Democrats,ORGANISATION
Nick Clegg,PERSON
11 January,PERIOD
Nigel Farage and Carwyn Jones,PERSON
First Minister of Wales,TITLE
Welsh Labour Party,ORGANISATION
Conservative Party,ORGANISATION
Leave and Remain,ORGANISATION
The Spectator,MEDIA
Andrew Neil,PERSON
26 April,PERIOD
Nick Clegg; Liz Kendall and Chuka Umunna,PERSON
Nigel Farage; Daniel Hannan and Kate Hoey,PERSON
Daily Express,MEDIA
3 June,PERIOD
Nigel Farage; Labour MP Kate Hoey and Conservative MP Jacob Rees-Mogg,PERSON
Labour MPs Siobhain McDonagh and Chuka Umunna,PERSON
Richard Reed,PERSON
Innocent drinks,BUSINESS
Essex TV,MEDIA
Is Essex IN or OUT,CREATION
20 June,PERIOD
Boris Johnson,PERSON
Essex,LOCATION
Andrew Neil,PERSON
four,MEASURE
Hilary Benn; George Osborne; Nigel Farage and Iain Duncan Smith,PERSON
6; 8; 10 and 17 May,PERIOD
ITV,MEDIA
9 June,PERIOD
Angela Eagle; Amber Rudd and Nicola Sturgeon; Boris Johnson; Andrea Leadsom; and Gisela Stuart,PERSON
EU Referendum: The Great Debate,CREATION
Wembley Arena,INSTALLATION
21 June,PERIOD
David Dimbleby; Mishal Husain and Emily Maitlis,PERSON
6;000,MEASURE
Sadiq Khan; Ruth Davidson and Frances O'Grady,PERSON
Remain,ORGANISATION
Leave,ORGANISATION
ITV debate on 9 June,EVENT
Johnson; Leadsom and Stuart,PERSON
Europe: The Final Debate,CREATION
Jeremy Paxman,PERSON
Channel 4,MEDIA
Gibraltar on the Iberian Peninsula,LOCATION
Leave,ORGANISATION
Remain,ORGANISATION
England,LOCATION
from 0700 BST until 2200 BST (0600 to 2100 BST in Gibraltar),PERIOD
41;000,MEASURE
382,MEASURE
2;500,MEASURE
four,MEASURE
United Kingdom,LOCATION
Gibraltar,LOCATION
382,MEASURE
twelve,MEASURE
England,LOCATION
2011 AV referendum,EVENT
326,MEASURE
nine,MEASURE
English,NATIONAL
Scotland,LOCATION
32,MEASURE
Scottish,NATIONAL
Wales,LOCATION
22,MEASURE
Welsh,NATIONAL
Northern Ireland,LOCATION
AV referendum,EVENT
Westminster,LOCATION
Gibraltar,LOCATION
South West England,LOCATION
European Zionist,CONCEPTUAL
1901-1931,PERIOD
L'echo Sioniste,MEDIA
Jewish,PERSON_TYPE
Bulgaria,LOCATION
May 1901,PERIOD
Die Arbeit,MEDIA
Hapoel Hatzair,ORGANISATION
15 February 1920,PERIOD
Haolam,MEDIA
Zionist,CONCEPTUAL
Europe,LOCATION
World War I,EVENT
Wikipedia,WEBSITE
World War I,EVENT
Wikipedia,WEBSITE
World War I (WWI),EVENT
Europe,LOCATION
28 July 1914,PERIOD
until 11 November 1918,PERIOD
Great War,EVENT
World War II,EVENT
1939,PERIOD
First World War,EVENT
World War I,EVENT
two,MEASURE
Allies,INSTITUTION
Triple Entente of the United Kingdom; France and the Russian Empire,LEGAL
Central Powers of Germany and Austria-Hungary,ORGANISATION
Italy,LOCATION
Triple Alliance,INSTITUTION
Germany and Austria-Hungary,LOCATION
Central Powers,INSTITUTION
Austria-Hungary,LOCATION
Italy; Japan and the United States,LOCATION
Allies,INSTITUTION
Ottoman Empire and Bulgaria,LOCATION
Central Powers,INSTITUTION
more than 70 million,MEASURE
60 million,MEASURE
Europeans,PERSON_TYPE
More than 9 million,MEASURE
fifth,MEASURE
imperialism,CONCEPT
Europe,LOCATION
Archduke Franz Ferdinand of Austria,PERSON
Austria-Hungary,LOCATION
28 June 1914,PERIOD
Yugoslav nationalist Gavrilo Princip,PERSON
Sarajevo,LOCATION
Austria-Hungary,LOCATION
Kingdom of Serbia,LOCATION
previous decades,PERIOD
weeks,PERIOD
28 July,PERIOD
Austro-Hungarians,PERSON_TYPE
Serbia,LOCATION
Russians,PERSON_TYPE
Germans,PERSON_TYPE
Belgium and Luxembourg,LOCATION
France,LOCATION
Britain,LOCATION
Germany,LOCATION
German march on Paris,EVENT
Miracle of the Marne,EVENT
Western Front,LOCATION
Eastern Front,LOCATION
Russian army,INSTITUTION
Austro - Hungarians,PERSON_TYPE
East Prussia,LOCATION
Germans,PERSON_TYPE
November,PERIOD
Ottoman Empire,LOCATION
Caucasus; Mesopotamia and the Sinai,LOCATION
Italy and Bulgaria,LOCATION
1915,PERIOD
Romania,LOCATION
1916,PERIOD
Russia,LOCATION
tsar's government,INSTITUTION
March 1917,PERIOD
November,PERIOD
Russians,PERSON_TYPE
Central Powers,INSTITUTION
1918,PERIOD
German,NATIONAL
western front,LOCATION
Allies,INSTITUTION
Germans,PERSON_TYPE
American,NATIONAL
Germany,LOCATION
11 November 1918,PERIOD
Allies,INSTITUTION
four,MEASURE
German; Russian; Austro - Hungarian and Ottoman empires,LOCATION
two,MEASURE
two,MEASURE
central Europe,LOCATION
League of Nations,INSTITUTION
European,NATIONAL
nationalism,CONCEPT
Germany,LOCATION
Nazis,PERSON_TYPE
World War II,EVENT
Canada,LOCATION
Maclean's Magazine,MEDIA
October 1914,PERIOD
Great War,EVENT
early months,PERIOD
New York,LOCATION
late 1914,PERIOD
The World War,CREATION
Interwar period,PERIOD
World War and the Great War,EVENT
English,CONCEPT
Second World War,EVENT
1939,PERIOD
World War I,EVENT
First World War,EVENT
British and Canadian,NATIONAL
First World War,EVENT
Americans,PERSON_TYPE
World War I,EVENT
First World War,EVENT
September 1914,PERIOD
German,NATIONAL
Ernst Haeckel,PERSON
European War,EVENT
first world war,EVENT
First World,EVENT
1920,PERIOD
officer,TITLE
Charles Court,PERSON
World War I,EVENT
19th century,PERIOD
European,NATIONAL
Europe,LOCATION
1900,PERIOD
1815,PERIOD
Holy Alliance,INSTITUTION
Prussia; Russia; and Austria,LOCATION
October 1873,PERIOD
German Chancellor Otto von Bismarck,PERSON
League of the Three Emperors,INSTITUTION
German,CONCEPT
Dreikaiserbund,INSTITUTION
Austria-Hungary; Russia and Germany,LOCATION
Austria-Hungary and Russia,LOCATION
Balkan policy,LEGAL
Germany and Austria-Hungary,LOCATION
1879,PERIOD
Dual Alliance,INSTITUTION
Russian,NATIONAL
Balkans,LOCATION
Ottoman Empire,LOCATION
1882,PERIOD
Italy,LOCATION
Triple Alliance,INSTITUTION
Bismarck,PERSON
Russia,LOCATION
Germany,LOCATION
two,MEASURE
France and Russia,LOCATION
Wilhelm II,PERSON
German Emperor (Kaiser) ,TITLE
Bismarck,PERSON
Kaiser,TITLE
Reinsurance Treaty,LEGAL
Russia,LOCATION
1890,PERIOD
Two years later,PERIOD
Franco - Russian Alliance,LEGAL
Triple Alliance,INSTITUTION
1904,PERIOD
Britain,LOCATION
France,LOCATION
Entente Cordiale,LEGAL
1907,PERIOD
Britain,LOCATION
Russia,LOCATION
Anglo - Russian Convention,LEGAL
Britain with France or Russia,LOCATION
British,NATIONAL
France or Russia,LOCATION
Triple Entente,INSTITUTION
German,NATIONAL
1871,PERIOD
mid - 1890s,PERIOD
Wilhelm II,PERSON
Kaiserliche Marine (Imperial German Navy) ,INSTITUTION
Admiral Alfred von Tirpitz,PERSON
British Royal Navy,INSTITUTION
HMS Dreadnought,ARTIFACT
1906,PERIOD
British Empire,LOCATION
German,NATIONAL
Britain and Germany,LOCATION
Europe,LOCATION
European,NATIONAL
Between 1908 and 1913,PERIOD
European,NATIONAL
50%,MEASURE
Austria-Hungary,LOCATION
Bosnian crisis of 1908 - 1909,EVENT
Ottoman,NATIONAL
Bosnia and Herzegovina,LOCATION
1878,PERIOD
Kingdom of Serbia,LOCATION
Pan - Slavic,CONCEPTUAL
Orthodox Russian Empire,LOCATION
Russian,NATIONAL
Europe,LOCATION
1912 and 1913,PERIOD
First Balkan War,EVENT
Balkan League,INSTITUTION
Ottoman Empire,LOCATION
Treaty of London,LEGAL
Ottoman Empire,LOCATION
Albanian,NATIONAL
Bulgaria; Serbia; Montenegro; and Greece,LOCATION
Bulgaria,LOCATION
Serbia and Greece,LOCATION
16 June 1913,PERIOD
Macedonia to Serbia and Greece and Southern Dobruja to Romania,LOCATION
33 - day Second Balkan War,EVENT
July 1914 crisis,EVENT
July Crisis,EVENT
28 June 1914,PERIOD
Gavrilo Princip,PERSON
Bosnian Serb,NATIONAL
Young Bosnia,ORGANISATION
Austro - Hungarian,NATIONAL
Archduke Franz Ferdinand of Austria,PERSON
Sarajevo; Bosnia,LOCATION
Austria-Hungary; Germany; Russia; France; and Britain,LOCATION
July Crisis,EVENT
Serbian,NATIONAL
Bosnia,LOCATION
Black Hand,ORGANISATION
Princip,PERSON
Austrians,PERSON_TYPE
Serbian officers,TITLE
Austria-Hungary,LOCATION
July Ultimatum,EVENT
Serbia,LOCATION
ten,MEASURE
Serbia,LOCATION
Serbia,LOCATION
eight of the ten,MEASURE
Austria-Hungary,LOCATION
28 July 1914,PERIOD
Strachan,PERSON
Serbia,LOCATION
Austria-Hungary,LOCATION
Franz Ferdinand,PERSON
Russian Empire,LOCATION
Austria-Hungary,LOCATION
Balkans,LOCATION
Serb,PERSON_TYPE
one day later,PERIOD
German Empire,LOCATION
30 July 1914,PERIOD
Schlieffen Plan,CONCEPT
France,LOCATION
French army,INSTITUTION
Russia,LOCATION
French cabinet,INSTITUTION
10 km,MEASURE
France,LOCATION
evening of 2 August,PERIOD
Germany,LOCATION
Belgium,LOCATION
French,NATIONAL
Germany,LOCATION
Russia,LOCATION
Britain,LOCATION
Germany,LOCATION
4 August 1914,PERIOD
British,NATIONAL
Belgium,LOCATION
Central Powers,INSTITUTION
Central Powers,INSTITUTION
Germany,LOCATION
Austria-Hungary,LOCATION
Serbia,LOCATION
1914,PERIOD
Austro - Hungarian,NATIONAL
Germany,LOCATION
Russia,LOCATION
Germany,LOCATION
Austria-Hungary,LOCATION
Russia,LOCATION
Germany,LOCATION
France,LOCATION
Austro - Hungarian Army,INSTITUTION
Russian and Serbian fronts,LOCATION
9 September 1914,PERIOD
Septemberprogramm,UNKNOWN
Germany,LOCATION
Germany,LOCATION
Allied,INSTITUTION
German Chancellor; Theobald von Bethmann-Hollweg,PERSON
Serbian,NATIONAL
Serbian,NATIONAL
World War I,EVENT
Austria,LOCATION
Serbian army,INSTITUTION
Battle of Cer and Battle of Kolubara,EVENT
12 August,PERIOD
next two weeks,PERIOD
Austrian,NATIONAL
Allied,INSTITUTION
Austro - Hungarian,NATIONAL
Austria,LOCATION
Serbian,NATIONAL
Russia,LOCATION
Serbia,LOCATION
Austro - Hungarian invasion of 1914,EVENT
last century,PERIOD
German,NATIONAL
Belgium and France,LOCATION
Western Front,LOCATION
World War I,EVENT
World War I,EVENT
German army,INSTITUTION
seven,MEASURE
Schlieffen Plan,UNKNOWN
German,NATIONAL
Belgium,LOCATION
France,LOCATION
French army,INSTITUTION
German,NATIONAL
France,LOCATION
Germany and Russia,LOCATION
Germany,LOCATION
France,LOCATION
one,MEASURE
Russia,LOCATION
Schlieffen Plan,UNKNOWN
Germany,LOCATION
France,LOCATION
Franco - Prussian War of 1870 - 71,EVENT
Germany,LOCATION
Alsace - Lorraine,LOCATION
river Rhine,LOCATION
Paris,LOCATION
English Channel,LOCATION
British,NATIONAL
Paris,LOCATION
Russia,LOCATION
Russia,LOCATION
Central Powers,INSTITUTION
German,NATIONAL
German,NATIONAL
Belgium,LOCATION
Germany,LOCATION
Belgium,LOCATION
Netherlands,LOCATION
Kaiser Wilhelm II,TITLE
France,LOCATION
Belgium,LOCATION
Germans,PERSON_TYPE
Belgium,LOCATION
France,LOCATION
Belgium,LOCATION
Belgium,LOCATION
Belgian,NATIONAL
German,NATIONAL
Belgium,LOCATION
French,NATIONAL
Belgian army,INSTITUTION
Antwerp,LOCATION
German,NATIONAL
French,NATIONAL
Franco - German border,LOCATION
Belgian border,LOCATION
French,NATIONAL
Paris,LOCATION
Germans,PERSON_TYPE
Battle of the Frontiers (14 - 24 August) ,EVENT
12 September,PERIOD
French,PERSON_TYPE
British,NATIONAL
German,NATIONAL
Paris,LOCATION
First Battle of the Marne (5 - 12 September) ,EVENT
German,NATIONAL
50 km,MEASURE
last days,PERIOD
French,NATIONAL
Southern Alsace,LOCATION
20 August,PERIOD
Battle of Mulhouse,EVENT
Russians,PERSON_TYPE
two,MEASURE
German,NATIONAL
Russians,PERSON_TYPE
8th,INSTITUTION
France; to East Prussia,LOCATION
German Empire,LOCATION
Paul von Hindenburg,PERSON
Russia,LOCATION
First Battle of Tannenberg (17 August - 2 September) ,EVENT
Russian,NATIONAL
German,NATIONAL
Allied,INSTITUTION
First Battle of the Marne,EVENT
Central Powers,INSTITUTION
France,LOCATION
two,MEASURE
German,NATIONAL
France,LOCATION
230; 000,MEASURE
French,NATIONAL
British,NATIONAL
Germany,LOCATION
Asia and the Pacific,LOCATION
Asian,NATIONAL
Pacific,LOCATION
World War I,EVENT
New Zealand occupied German Samoa,LOCATION
Western Samoa,LOCATION
30 August 1914,PERIOD
11 September,EVENT
Australian Naval and Military Expeditionary Force,INSTITUTION
Neu Pommern,LOCATION
New Britain,LOCATION
German New Guinea,LOCATION
28 October,PERIOD
SMS Emden,ARTIFACT
Russian cruiser Zhemchug,ARTIFACT
Battle of Penang,EVENT
Japan,LOCATION
Germany,LOCATION
Micronesian,NATIONAL
Siege of Tsingtao,EVENT
port of Qingdao,LOCATION
Chinese Shandong peninsula,LOCATION
Vienna,LOCATION
Austro - Hungarian cruiser  Kaiserin Elisabeth ,ARTIFACT
Tsingtao,LOCATION
Japan,LOCATION
Germany,LOCATION
Austria-Hungary,LOCATION
Tsingtao,LOCATION
November 1914,PERIOD
Allied,INSTITUTION
German,NATIONAL
Pacific,LOCATION
New Guinea,LOCATION
African,NATIONAL
African,NATIONAL
World War I,EVENT
British; French; and German,NATIONAL
Africa,LOCATION
7 August,PERIOD
French and British,NATIONAL
German protectorate of Togoland,LOCATION
10 August,PERIOD
German,NATIONAL
South - West Africa,LOCATION
South Africa,LOCATION
German,NATIONAL
German East Africa,LOCATION
Colonel Paul von Lettow - Vorbeck,PERSON
World War I,EVENT
two weeks after the armistice,PERIOD
Europe,LOCATION
Indian,NATIONAL
Allies,INSTITUTION
Third Anglo - Afghan War,EVENT
Hindu - German Conspiracy,UNKNOWN
British,NATIONAL
India,LOCATION
Britain,LOCATION
Indian,NATIONAL
Indian National Congress,INSTITUTION
British,NATIONAL
Indian Home Rule,ORGANISATION
Indian Army,INSTITUTION
British Army,INSTITUTION
1. 3 million,MEASURE
Indian,NATIONAL
Europe; Africa; and the Middle East,LOCATION
140; 000,MEASURE
Western Front,LOCATION
700; 000,MEASURE
Indian,NATIONAL
47; 746,MEASURE
65; 126,MEASURE
British government,INSTITUTION
India,LOCATION
Mohandas Karamchand Gandhi,PERSON
Western Front,LOCATION
Western Front,LOCATION
World War I,EVENT
Trench warfare,EVENT
1914 - 1915,PERIOD
World War I,EVENT
1870s,PERIOD
Commanders,TITLE
First Battle of the Marne (5 - 12 September 1914) ,EVENT
Entente,INSTITUTION
German,NATIONAL
Race to the Sea,EVENT
Britain and France,LOCATION
German,NATIONAL
Lorraine to Belgium's coast,LOCATION
Britain and France,LOCATION
Germany,LOCATION
occupied territories,LOCATION
German,NATIONAL
Anglo - French,NATIONAL
German,NATIONAL
22 April 1915,PERIOD
Second Battle of Ypres,EVENT
Germans,PERSON_TYPE
Hague Convention,LEGAL
first,MEASURE
Western Front,LOCATION
British,NATIONAL
Battle of Flers - Courcelette,EVENT
Somme offensive,EVENT
15 September 1916,PERIOD
Germans,PERSON_TYPE
Allied,INSTITUTION
1916 - 1917,PERIOD
next two years,PERIOD
1915 - 17,PERIOD
British Empire and France,LOCATION
Germany,LOCATION
Germans,PERSON_TYPE
Allies,INSTITUTION
German,NATIONAL
February 1916,PERIOD
Germans,PERSON_TYPE
French,NATIONAL
Verdun,LOCATION
until December 1916,PERIOD
German,NATIONAL
French,NATIONAL
French,PERSON_TYPE
Germans,PERSON_TYPE
700; 000 to 975; 000,MEASURE
Verdun,EVENT
French,NATIONAL
Battle of the Somme,EVENT
Anglo - French,NATIONAL
from July to November 1916,PERIOD
1 July 1916,PERIOD
British Army,INSTITUTION
57; 470,MEASURE
19; 240,MEASURE
Somme offensive,EVENT
British Army,INSTITUTION
420; 000,MEASURE
French,PERSON_TYPE
200; 000,MEASURE
Germans,PERSON_TYPE
Verdun,EVENT
1916,PERIOD
Somme,LOCATION
French army,INSTITUTION
British,NATIONAL
French poilu,PERSON_TYPE
French Army,INSTITUTION
Nivelle Offensive of April - May 1917,EVENT
British,NATIONAL
Battle of Arras,EVENT
Arras,LOCATION
Vimy Ridge,LOCATION
Canadian Corps,INSTITUTION
Canada,LOCATION
Canada,LOCATION
British,NATIONAL
French,NATIONAL
Passchendaele (July - November 1917) ,EVENT
Allies,INSTITUTION
October,PERIOD
200; 000 - 400; 000,MEASURE
years of trench warfare,EVENT
British; French; and German,NATIONAL
Naval warfare of World War I,EVENT
German Empire,LOCATION
Allied,INSTITUTION
British Royal Navy,INSTITUTION
Allied,INSTITUTION
German,NATIONAL
SMS Emden,ARTIFACT
East - Asia,LOCATION
Qingdao,LOCATION
15,MEASURE
Russian,NATIONAL
French,NATIONAL
German East - Asia,NATIONAL
Scharnhorst and Gneisenau,ARTIFACT
Nurnberg and Leipzig,ARTIFACT
two,MEASURE
Germany,LOCATION
British,NATIONAL
German,NATIONAL
Dresden,ARTIFACT
two,MEASURE
Battle of Coronel,EVENT
Battle of the Falkland Islands in December 1914,EVENT
Dresden,ARTIFACT
Battle of Mas a Tierra,EVENT
Britain,LOCATION
naval blockade of Germany,EVENT
past two centuries,PERIOD
Britain,LOCATION
Germany,LOCATION
The 1916 Battle of Jutland,EVENT
German,CONCEPT
Skagerrakschlacht,EVENT
Battle of the Skagerrak,EVENT
31 May - 1 June 1916,PERIOD
North Sea of Jutland,LOCATION
Kaiserliche Marine's High Seas Fleet,INSTITUTION
Vice Admiral Reinhard Scheer,PERSON
Royal Navy's Grand Fleet,INSTITUTION
Admiral Sir John Jellicoe,PERSON
Germans,PERSON_TYPE
British,NATIONAL
British,NATIONAL
British,PERSON_TYPE
German,NATIONAL
German,NATIONAL
U - boats,ARTIFACT
North America and Britain,LOCATION
United States,LOCATION
Germany,LOCATION
RMS Lusitania,ARTIFACT
1915,PERIOD
Germany,LOCATION
Britain,LOCATION
World War II,EVENT
Wikipedia,WEBSITE
World War II,EVENT
Wikipedia,WEBSITE
World War II (WWII or WW2) ,EVENT
Second World War,EVENT
1939,PERIOD
1945,PERIOD
two,MEASURE
Allies,INSTITUTION
Axis,INSTITUTION
100 million,MEASURE
30,MEASURE
total war,EVENT
Holocaust,EVENT
50 million,MEASURE
85 million,MEASURE
World War II,EVENT
Empire of Japan,LOCATION
East Asia,LOCATION
Republic of China,LOCATION
1937,PERIOD
1 September 1939,PERIOD
invasion of Poland,EVENT
Germany,LOCATION
Germany,LOCATION
France,LOCATION
United Kingdom,LOCATION
From late 1939 to early 1941,PERIOD
Germany,LOCATION
Axis alliance,INSTITUTION
Italy,LOCATION
Europe,LOCATION
Molotov - Ribbentrop Pact,LEGAL
Germany and the Soviet Union,LOCATION
European,NATIONAL
Poland and the Baltic states,LOCATION
United Kingdom,LOCATION
British Commonwealth,INSTITUTION
Allied,INSTITUTION
Axis,INSTITUTION
North Africa,LOCATION
Battle of the Atlantic,EVENT
June 1941,PERIOD
European Axis,INSTITUTION
invasion of the Soviet Union,EVENT
Axis,INSTITUTION
December 1941,PERIOD
Japan,LOCATION
Axis,INSTITUTION
United States and European territories,LOCATION
Pacific Ocean,LOCATION
Western Pacific,LOCATION
Axis,INSTITUTION
1942,PERIOD
Japan,LOCATION
battle at Midway,EVENT
Hawaii,LOCATION
Germany,LOCATION
North Africa,LOCATION
Stalingrad in Russia,LOCATION
1943,PERIOD
German,NATIONAL
Eastern Europe,LOCATION
Allied invasion of Italy,EVENT
American,NATIONAL
Pacific,LOCATION
Axis,INSTITUTION
1944,PERIOD
Western Allies,INSTITUTION
France,LOCATION
Soviet Union,UNKNOWN
Germany,LOCATION
1944 and 1945,PERIOD
United States,LOCATION
Japanese Navy,INSTITUTION
Western Pacific islands,LOCATION
Europe,LOCATION
Germany,LOCATION
Western Allies,INSTITUTION
Soviet Union,LOCATION
capture of Berlin,EVENT
Soviet and Polish,NATIONAL
German,NATIONAL
8 May 1945,PERIOD
Potsdam Declaration,EVENT
Allies,INSTITUTION
26 July 1945,PERIOD
United States,LOCATION
Japanese,NATIONAL
Hiroshima and Nagasaki,LOCATION
6 August and 9 August,PERIOD
Japanese archipelago,LOCATION
Soviet Union,LOCATION
Japan,LOCATION
Manchuria,LOCATION
Japan,LOCATION
15 August 1945,PERIOD
Asia,LOCATION
Allies,INSTITUTION
Axis,INSTITUTION
World War II,EVENT
United Nations (UN) ,ORGANISATION
United States; the Soviet Union; China; the United Kingdom; and France,LOCATION
United Nations Security Council,ORGANISATION
Soviet Union,LOCATION
United States,LOCATION
Cold War,EVENT
next 46 years,PERIOD
European,NATIONAL
Asia and Africa,LOCATION
Europe,LOCATION
Cold War,EVENT
1 September 1939,PERIOD
German invasion of Poland,EVENT
Britain and France,LOCATION
Germany,LOCATION
two days later,PERIOD
Second Sino - Japanese War on 7 July 1937,EVENT
British,NATIONAL
A. J. P. Taylor,PERSON
Sino - Japanese War,EVENT
Europe,LOCATION
two,MEASURE
World War II,EVENT
Italian invasion of Abyssinia on 3 October 1935,EVENT
British,NATIONAL
Antony Beevor,PERSON
Second World War,EVENT
Battles of Khalkhin Gol,EVENT
Japan and the Soviet Union,LOCATION
from May to September 1939,PERIOD
the armistice of 14 August 1945 (V - J Day) ,EVENT
surrender of Japan (2 September 1945) ,EVENT
European,NATIONAL
V - E Day (8 May 1945) ,PERIOD
Treaty of Peace,LEGAL
Japan,LOCATION
1951,PERIOD
Germany,LOCATION
1990,PERIOD
World War II,EVENT
World War I,EVENT
Central Powers,INSTITUTION
Austria-Hungary; Germany and the Ottoman Empire,LOCATION
1917 Bolshevik seizure of power in Russia,EVENT
Allies,INSTITUTION
France; Belgium; Italy; Greece and Romania,LOCATION
Austria-Hungary and the Russian and Ottoman Empires,LOCATION
nationalism,CONCEPT
European,NATIONAL
Irredentism and revanchism,CONCEPT
Germany,LOCATION
Treaty of Versailles,LEGAL
Germany,LOCATION
13 percent,MEASURE
German,NATIONAL
Russian Civil War,EVENT
Soviet Union,LOCATION
German Empire,LOCATION
German Revolution of 1918 - 1919,EVENT
Weimar Republic,LOCATION
interwar period,PERIOD
Italy,LOCATION
Italian,NATIONAL
nationalists,CONCEPTUAL
Britain and France,LOCATION
Italian,NATIONAL
From 1922 to 1925,PERIOD
Fascist movement,ORGANISATION
Benito Mussolini,PERSON
Italy,LOCATION
nationalist; totalitarian; and class collaborationist,CONCEPTUAL
socialist; left - wing and liberal,PERSON_TYPE
Italy,LOCATION
New Roman Empire,CONCEPT
Germany,LOCATION
Nazi Party,INSTITUTION
Adolf Hitler,PERSON
Nazi,CONCEPT
Germany,LOCATION
Great Depression,EVENT
Nazis,PERSON_TYPE
1933,PERIOD
Hitler,PERSON
Chancellor of Germany,TITLE
Reichstag fire,EVENT
Hitler,PERSON
Nazis,PERSON_TYPE
Kuomintang (KMT) ,ORGANISATION
China,LOCATION
unification campaign,EVENT
China,LOCATION
1920s,PERIOD
Chinese communist allies,PERSON_TYPE
1931,PERIOD
Japanese Empire,LOCATION
China,LOCATION
first,MEASURE
Asia,LOCATION
Mukden Incident,EVENT
invasion of Manchuria,EVENT
Manchukuo,LOCATION
Japan,LOCATION
China,LOCATION
League of Nations,INSTITUTION
Japan,LOCATION
League of Nations,INSTITUTION
Manchuria,LOCATION
two,MEASURE
Shanghai; Rehe and Hebei,LOCATION
Tanggu Truce,LEGAL
1933,PERIOD
Chinese,NATIONAL
Japanese,NATIONAL
Manchuria,LOCATION
Chahar and Suiyuan,LOCATION
Adolf Hitler,PERSON
German government,INSTITUTION
1923,PERIOD
Chancellor of Germany,TITLE
1933,PERIOD
second,MEASURE
Great War,EVENT
France,LOCATION
Italy,LOCATION
Ethiopia,LOCATION
Italy,LOCATION
1935,PERIOD
Territory of the Saar Basin,LOCATION
Germany,LOCATION
Hitler,PERSON
Treaty of Versailles,LEGAL
Germany,LOCATION
United Kingdom; France and Italy,LOCATION
Stresa Front,INSTITUTION
Soviet Union,LOCATION
Germany,LOCATION
eastern Europe,LOCATION
France,LOCATION
Franco - Soviet pact,LEGAL
League of Nations,INSTITUTION
June 1935,PERIOD
United Kingdom,LOCATION
independent naval agreement,LEGAL
Germany,LOCATION
United States,LOCATION
Europe,LOCATION
Asia,LOCATION
Neutrality Act,LEGAL
August,PERIOD
October,PERIOD
Italy,LOCATION
Ethiopia,LOCATION
Germany,LOCATION
European,NATIONAL
Italy,LOCATION
Germany,LOCATION
Austria,LOCATION
Hitler,PERSON
Versailles and Locarno treaties,LEGAL
Rhineland,LOCATION
March 1936,PERIOD
European,NATIONAL
Spanish Civil War,EVENT
July,PERIOD
Hitler and Mussolini,PERSON
fascist and authoritarian Nationalist,CONCEPTUAL
Soviet,NATIONAL
Spanish Republic,LOCATION
Nationalists,PERSON_TYPE
1939,PERIOD
October 1936,PERIOD
Germany and Italy,LOCATION
Rome - Berlin Axis,INSTITUTION
Germany and Japan,LOCATION
Anti - Comintern Pact,LEGAL
Italy,LOCATION
China,LOCATION
Xi' an Incident,EVENT
Kuomintang,ORGANISATION
communist,PERSON_TYPE
Italian invasion of Ethiopia (1935),EVENT
Second Italo - Abyssinian War,EVENT
Second Italo - Abyssinian War,EVENT
began in October 1935 and ended in May 1936,PERIOD
Kingdom of Italy (Regno d'Italia) ,LOCATION
Ethiopian Empire,LOCATION
Abyssinia,LOCATION
Ethiopia,LOCATION
Italian East Africa (Africa Orientale Italiana; or AOI) ,LOCATION
League of Nations,ORGANISATION
Italy and Ethiopia,LOCATION
the League,ORGANISATION
League's own Article,LEGAL
Spanish Civil War (1936-39),EVENT
Spanish Civil War,EVENT
Spanish Civil War,EVENT
Hitler and Mussolini,PERSON
Nationalist rebels,PERSON_TYPE
General Francisco Franco,PERSON
Soviet Union,LOCATION
Spanish Republic,LOCATION
30; 000,MEASURE
International Brigades,ORGANISATION
Nationalists,PERSON_TYPE
Germany and the USSR,LOCATION
bombing of Guernica,EVENT
German Condor Legion,INSTITUTION
April 1937,PERIOD
Nationalists,PERSON_TYPE
April 1939,PERIOD
Franco,PERSON
Second World War,EVENT
